0.000000000000000000e+00 1.653578014744556957e-01 -1.123357249286340183e-02 -5.618182165473530054e-02 -2.234905280884478748e-02 9.152322639265113996e-03 8.724405474630663945e-03 1.392782987525410581e-03 6.686794762834754810e-04 1.272822946620283521e-03
1.000000000000000056e-01 4.319440087274856871e-02 3.872672185086882546e-02 -1.221194063018240031e-03 3.478983865614314330e-03 -9.213157696836329555e-03 -1.240922849193417700e-02 -1.177197905198742491e-02 -1.263076785679979885e-02 -1.090127878391224450e-02
2.000000000000000111e-01 1.519641427989910920e-01 5.201389195680260202e-02 -2.753782633658914680e-02 1.426756515103291822e-02 -3.778447330515065372e-02 -1.843721574405424862e-02 -1.904167997455476907e-02 -1.736140879023964634e-02 -1.668905328165675231e-02
3.000000000000000444e-01 -1.740926752677325051e-01 2.023995412502044289e-02 -3.966516236268982643e-02 -2.288329364739916799e-02 -3.328606010311477986e-02 -1.153238183048553404e-02 -1.845919147016195083e-02 -1.872261444758275412e-02 -2.012172449318641240e-02
4.000000000000000222e-01 2.857573523058280426e-02 -3.524620564858121224e-02 -2.770827015206583921e-02 -4.501117536513744161e-02 -1.086728979119189024e-02 -2.143956991435043077e-02 -2.055439863142587489e-02 -1.969507813687450953e-02 -2.119693613742346452e-02
5.000000000000000000e-01 -1.581856043839365011e-02 -2.438019223045444911e-02 1.803314942260904330e-02 -3.802671643375475641e-02 -2.776173783920502652e-02 -2.285590975658389340e-02 -1.994206980280809061e-02 -2.023586618609346868e-02 -2.023172622279438559e-02
6.000000000000000888e-01 2.383103144223588238e-02 2.880692626244801824e-02 -8.734718574375903433e-03 -1.909409602135866274e-03 1.464157303627793699e-03 -1.210143309277071991e-02 -1.381959205047203487e-02 -1.622939860732843659e-02 -1.750039601662921329e-02
7.000000000000000666e-01 -7.911502900385845860e-02 -4.484159512464271080e-02 -4.009953758061712836e-02 -1.245232888230545475e-02 -2.496630159243295316e-02 -1.436831218790757606e-02 -1.502091088438402625e-02 -1.236439860791293220e-02 -1.239697874251697619e-02
8.000000000000000444e-01 -7.888054551349887866e-02 -5.585421803399066853e-02 -5.455143362322945055e-02 -6.073561147756389479e-03 -1.212938116033692067e-02 -4.134044285758868738e-03 -7.100642203838497188e-03 -2.238020499794679020e-03 -4.191747549752071131e-03
9.000000000000000222e-01 1.267656048092926646e-01 -2.895278408367634587e-02 3.006081698227268048e-02 1.494410235634635251e-02 4.285597397716500723e-03 3.739941639280883537e-03 2.089289303555301805e-04 5.796120888296079146e-03 4.550338538905285973e-03
1.000000000000000000e+00 -6.211976264331522946e-04 -2.608353353382272810e-02 -8.368086766117759784e-03 3.522820093322272944e-02 1.822601555705772453e-02 1.178181046176008176e-02 1.782574393527383907e-02 1.586069787939650352e-02 1.630157334627433188e-02
1.100000000000000089e+00 -1.565500710060938050e-01 -2.996060069497623324e-02 5.325546969120090179e-02 1.846122816806965855e-02 2.210805617169750437e-02 2.757068148542805852e-02 3.154993520840133903e-02 2.860398107925171685e-02 2.535007635879919438e-02
1.200000000000000178e+00 -1.707918947463753917e-02 7.257563239611665440e-02 -1.367169204007034899e-03 3.705860721651160761e-02 2.950097573217247762e-02 4.216361044212805359e-02 3.957222246300514529e-02 3.984213613737502130e-02 4.176503941921155816e-02
1.300000000000000044e+00 -2.464950266972104620e-02 1.104727843688035477e-01 1.187066068583765427e-01 2.662474476876747903e-02 5.957113302366346536e-02 5.979102975913572898e-02 5.686153925959680500e-02 5.587369619221318334e-02 5.448613462488761938e-02
1.400000000000000133e+00 3.457632300887297089e-02 1.226571200544968876e-01 7.733991281775148829e-02 7.677730627442977407e-02 8.580124263174578048e-02 6.535100442009469934e-02 7.077749432547385255e-02 7.260443819874272398e-02 7.011411232988516706e-02
1.500000000000000000e+00 9.801670322116859402e-03 1.212475044395099899e-01 1.001090396238028118e-01 1.006493444015356536e-01 7.468617362078128208e-02 9.342323766487327374e-02 8.522672977463603694e-02 8.416107774978469347e-02 8.647244990525751462e-02
1.600000000000000089e+00 1.046287482097937177e-01 5.521141474610260363e-02 8.875752270788664355e-02 7.542602049479682491e-02 8.567300736637349645e-02 1.026202371892354359e-01 9.790882259097258289e-02 1.002798796314351287e-01 1.040243635176729270e-01
1.700000000000000178e+00 2.259775183451332714e-01 4.763955394566554702e-02 1.057103306109098001e-01 8.773271921103123483e-02 1.181286528744291409e-01 1.128594978617685901e-01 1.177668001104824891e-01 1.165440341861248147e-01 1.174540256465161914e-01
1.800000000000000044e+00 1.791708269926813313e-01 1.085620453657509532e-01 1.307924238044680942e-01 1.114773111247273907e-01 1.307946026098290582e-01 1.327676603613452411e-01 1.331838527816958662e-01 1.314488463165988386e-01 1.327550077514029758e-01
1.900000000000000133e+00 1.691821571092571586e-01 5.685699993200842017e-02 1.671168247290123476e-01 1.521300152848131804e-01 1.547491227770918798e-01 1.483575593932287273e-01 1.517020530375879916e-01 1.461086361792257315e-01 1.471240216032338455e-01
2.000000000000000000e+00 1.035866652248310094e-01 2.247703061690455861e-01 1.570009293160665731e-01 1.973464174170882213e-01 1.492411322789844452e-01 1.540332715089475779e-01 1.631600605177789820e-01 1.592143156515486435e-01 1.607694758665259016e-01
2.100000000000000089e+00 2.501520804906740558e-01 1.679181054595001721e-01 2.199004968137723837e-01 1.552094785873791571e-01 1.546870698433508440e-01 1.886372542424571974e-01 1.710214954540786036e-01 1.756789461086418480e-01 1.725400227723039026e-01
2.200000000000000178e+00 2.159056490051687871e-01 2.078231939131133243e-01 1.853305767238834501e-01 1.799703623765333549e-01 1.613416441515617694e-01 1.841083467440791377e-01 1.866497621661813711e-01 1.840802539388999015e-01 1.847711995376103977e-01
2.300000000000000266e+00 3.451400438531069814e-01 7.877841242245854636e-02 2.136459586659786025e-01 1.552346822447851216e-01 1.999685423689156749e-01 1.989403769899843188e-01 1.939575281114116756e-01 1.961668468790696007e-01 1.911254518679303682e-01
2.400000000000000355e+00 3.717174837935818821e-02 2.694145330314579589e-01 1.742158847108824515e-01 2.042813924281924598e-01 2.180219276441570098e-01 2.058591480556824782e-01 2.007764286252185781e-01 1.986402697330001965e-01 2.004227857178578764e-01
2.500000000000000000e+00 2.417181369909868760e-01 2.189288635280535189e-01 2.233341096853367902e-01 1.985496516953506041e-01 2.016924917341691159e-01 2.012569524957350808e-01 2.098520047727645554e-01 2.092274756708501215e-01 2.069152644571436717e-01
2.600000000000000089e+00 2.519513939444140704e-01 2.629854258126631539e-01 1.520320629862859929e-01 1.894933613877146372e-01 2.231023198682968722e-01 2.078128867774752531e-01 2.103328232063194081e-01 2.080192579005948339e-01 2.083412689498156667e-01
2.700000000000000178e+00 1.566740074676576389e-01 7.214404657674217125e-02 1.935432643120905682e-01 2.187493615010761283e-01 2.130370484283017896e-01 2.197708711019607519e-01 2.062788856339366206e-01 2.136842003710401339e-01 2.093566137048652187e-01
2.800000000000000266e+00 1.032870890270901065e-01 1.803845729298994005e-01 2.228371215811562611e-01 2.628909603653167282e-01 2.262936236311944016e-01 2.066357058769535959e-01 2.047627484108692220e-01 2.086846016065736775e-01 2.087309987881082185e-01
2.900000000000000355e+00 7.456964299559115661e-02 2.539831283683897656e-01 2.003412015903947574e-01 1.749914407435500530e-01 2.084752301669723640e-01 2.073994676011068072e-01 2.065974950323924419e-01 2.008220223020172890e-01 2.040144493826099581e-01
3.000000000000000000e+00 8.352273296716389295e-02 2.484734822041002322e-01 1.798074796801914788e-01 2.113223737163313354e-01 1.905873811413283103e-01 2.028598203889618035e-01 1.932630791931180259e-01 1.976641657971923982e-01 1.960790636104205731e-01
3.100000000000000089e+00 3.244162746965074673e-01 1.789165695282411983e-01 1.521528043326804691e-01 2.076496301641744813e-01 1.949614290451855414e-01 1.771695420343591398e-01 1.836165739470143887e-01 1.837674461481950128e-01 1.849241653218091364e-01
3.200000000000000178e+00 1.286711245711698037e-01 2.302506159813363928e-01 1.841276890721581794e-01 1.769165629008463414e-01 1.619508502314810361e-01 1.703001029689915902e-01 1.737993170601702664e-01 1.714710990031325932e-01 1.706075341558809244e-01
3.300000000000000266e+00 1.513605610836306903e-01 1.653928078094674126e-01 1.561061008198494637e-01 1.681862245821450219e-01 1.580903709883071384e-01 1.600156615559697182e-01 1.554232399079315818e-01 1.544639856983724691e-01 1.573577965288706082e-01
